record_id,operation_date,site_id,site_name,business_unit,site_type,country,throughput_value,throughput_unit,throughput_target,uptime_pct,energy_consumed_mwh,emissions_tco2e,outage_flag,latitude,longitude
1687,2025-12-28,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.61,MTPA,3.6,94.38,14.1,1.42,0,3.27,113.07
1688,2025-12-29,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.59,MTPA,3.6,96.52,14.0,1.51,0,3.27,113.07
1689,2025-12-30,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.39,MTPA,3.6,90.81,14.9,1.44,0,3.27,113.07
1690,2025-12-31,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.28,MTPA,3.6,89.64,14.5,1.36,0,3.27,113.07
1691,2026-01-01,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.34,MTPA,3.6,92.41,9.9,1.22,0,3.27,113.07
1692,2026-01-02,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.09,MTPA,3.6,86.86,10.1,1.2,0,3.27,113.07
1693,2026-01-03,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.55,MTPA,3.6,92.48,10.6,1.43,0,3.27,113.07
1694,2026-01-04,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.29,MTPA,3.6,94.57,9.6,1.38,0,3.27,113.07
1695,2026-01-05,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.25,MTPA,3.6,94.44,10.1,1.41,0,3.27,113.07
1696,2026-01-06,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.34,MTPA,3.6,93.32,12.5,1.33,0,3.27,113.07
1697,2026-01-07,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.39,MTPA,3.6,92.42,10.7,1.32,0,3.27,113.07
1698,2026-01-08,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,1.83,MTPA,3.6,53.41,5.9,0.67,1,3.27,113.07
1699,2026-01-09,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.25,MTPA,3.6,95.6,8.9,1.3,0,3.27,113.07
1700,2026-01-10,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.49,MTPA,3.6,94.54,10.3,1.37,0,3.27,113.07
1701,2026-01-11,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.46,MTPA,3.6,91.59,9.4,1.37,0,3.27,113.07
1702,2026-01-12,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.19,MTPA,3.6,93.7,10.2,1.26,0,3.27,113.07
1703,2026-01-13,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.22,MTPA,3.6,94.16,8.3,1.26,0,3.27,113.07
1704,2026-01-14,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.52,MTPA,3.6,91.8,9.9,1.32,0,3.27,113.07
1705,2026-01-15,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.27,MTPA,3.6,92.02,11.8,1.39,0,3.27,113.07
1706,2026-01-16,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.2,MTPA,3.6,91.32,12.9,1.38,0,3.27,113.07
1707,2026-01-17,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.44,MTPA,3.6,97.28,9.4,1.27,0,3.27,113.07
1708,2026-01-18,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.09,MTPA,3.6,90.79,10.8,1.3,0,3.27,113.07
1709,2026-01-19,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.57,MTPA,3.6,92.02,14.2,1.41,0,3.27,113.07
1710,2026-01-20,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.27,MTPA,3.6,90.95,13.2,1.24,0,3.27,113.07
1711,2026-01-21,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.42,MTPA,3.6,91.12,14.5,1.5,0,3.27,113.07
1712,2026-01-22,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.52,MTPA,3.6,92.88,10.2,1.47,0,3.27,113.07
1713,2026-01-23,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.15,MTPA,3.6,92.12,14.1,1.28,0,3.27,113.07
1714,2026-01-24,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.11,MTPA,3.6,90.2,8.6,1.13,0,3.27,113.07
1715,2026-01-25,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.5,MTPA,3.6,95.39,9.4,1.27,0,3.27,113.07
1716,2026-01-26,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.21,MTPA,3.6,91.88,12.1,1.22,0,3.27,113.07
1717,2026-01-27,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.32,MTPA,3.6,90.05,10.3,1.27,0,3.27,113.07
1718,2026-01-28,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.28,MTPA,3.6,93.4,10.9,1.26,0,3.27,113.07
1719,2026-01-29,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.51,MTPA,3.6,93.8,10.3,1.4,0,3.27,113.07
1720,2026-01-30,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.14,MTPA,3.6,93.22,9.0,1.37,0,3.27,113.07
1721,2026-01-31,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.08,MTPA,3.6,92.63,11.1,1.32,0,3.27,113.07
1722,2026-02-01,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.52,MTPA,3.6,94.08,11.3,1.49,0,3.27,113.07
1723,2026-02-02,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.11,MTPA,3.6,90.51,10.2,1.34,0,3.27,113.07
1724,2026-02-03,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.58,MTPA,3.6,95.63,9.8,1.46,0,3.27,113.07
1725,2026-02-04,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.42,MTPA,3.6,92.09,14.9,1.25,0,3.27,113.07
1726,2026-02-05,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.22,MTPA,3.6,91.67,12.7,1.41,0,3.27,113.07
1727,2026-02-06,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.18,MTPA,3.6,92.88,11.5,1.21,0,3.27,113.07
1728,2026-02-07,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.51,MTPA,3.6,92.28,15.1,1.54,0,3.27,113.07
1729,2026-02-08,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.42,MTPA,3.6,89.25,9.0,1.35,0,3.27,113.07
1730,2026-02-09,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.4,MTPA,3.6,94.28,8.6,1.39,0,3.27,113.07
1731,2026-02-10,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.4,MTPA,3.6,93.54,13.9,1.41,0,3.27,113.07
1732,2026-02-11,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.31,MTPA,3.6,93.57,12.8,1.42,0,3.27,113.07
1733,2026-02-12,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.36,MTPA,3.6,95.12,13.6,1.32,0,3.27,113.07
1734,2026-02-13,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.3,MTPA,3.6,96.61,9.3,1.25,0,3.27,113.07
1735,2026-02-14,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.44,MTPA,3.6,96.22,13.5,1.38,0,3.27,113.07
1736,2026-02-15,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.09,MTPA,3.6,89.97,12.1,1.25,0,3.27,113.07
1737,2026-02-16,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.16,MTPA,3.6,94.78,8.8,1.36,0,3.27,113.07
1738,2026-02-17,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.24,MTPA,3.6,93.53,13.2,1.33,0,3.27,113.07
1739,2026-02-18,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.13,MTPA,3.6,94.39,10.0,1.28,0,3.27,113.07
1740,2026-02-19,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.03,MTPA,3.6,90.24,11.9,1.22,0,3.27,113.07
1741,2026-02-20,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.15,MTPA,3.6,90.13,8.2,1.34,0,3.27,113.07
1742,2026-02-21,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.26,MTPA,3.6,94.89,14.4,1.22,0,3.27,113.07
1743,2026-02-22,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.24,MTPA,3.6,86.26,13.2,1.19,0,3.27,113.07
1744,2026-02-23,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.23,MTPA,3.6,91.4,12.3,1.39,0,3.27,113.07
1745,2026-02-24,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.05,MTPA,3.6,88.64,9.3,1.24,0,3.27,113.07
1746,2026-02-25,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.43,MTPA,3.6,91.57,9.6,1.3,0,3.27,113.07
1747,2026-02-26,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.01,MTPA,3.6,89.36,8.6,1.13,0,3.27,113.07
1748,2026-02-27,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.32,MTPA,3.6,96.97,11.6,1.39,0,3.27,113.07
1749,2026-02-28,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.23,MTPA,3.6,94.49,10.6,1.32,0,3.27,113.07
1750,2026-03-01,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.13,MTPA,3.6,93.21,9.4,1.35,0,3.27,113.07
1751,2026-03-02,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.56,MTPA,3.6,95.48,14.7,1.45,0,3.27,113.07
1752,2026-03-03,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.15,MTPA,3.6,94.81,13.1,1.33,0,3.27,113.07
1753,2026-03-04,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.19,MTPA,3.6,94.83,8.9,1.31,0,3.27,113.07
1754,2026-03-05,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,2.24,MTPA,3.6,57.98,6.1,0.94,1,3.27,113.07
1755,2026-03-06,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.48,MTPA,3.6,93.53,10.1,1.39,0,3.27,113.07
1756,2026-03-07,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.21,MTPA,3.6,91.61,9.0,1.17,0,3.27,113.07
1757,2026-03-08,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.44,MTPA,3.6,93.52,9.4,1.47,0,3.27,113.07
1758,2026-03-09,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.5,MTPA,3.6,92.15,9.7,1.52,0,3.27,113.07
1759,2026-03-10,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.41,MTPA,3.6,95.88,9.5,1.41,0,3.27,113.07
1760,2026-03-11,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.62,MTPA,3.6,94.8,15.0,1.34,0,3.27,113.07
1761,2026-03-12,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.08,MTPA,3.6,91.31,8.3,1.34,0,3.27,113.07
1762,2026-03-13,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.54,MTPA,3.6,92.08,15.4,1.53,0,3.27,113.07
1763,2026-03-14,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.15,MTPA,3.6,92.18,11.2,1.29,0,3.27,113.07
1764,2026-03-15,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.32,MTPA,3.6,95.19,13.7,1.29,0,3.27,113.07
1765,2026-03-16,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.69,MTPA,3.6,96.02,14.1,1.6,0,3.27,113.07
1766,2026-03-17,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.07,MTPA,3.6,92.77,13.4,1.14,0,3.27,113.07
1767,2026-03-18,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.22,MTPA,3.6,92.05,10.6,1.35,0,3.27,113.07
1768,2026-03-19,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.36,MTPA,3.6,92.09,14.8,1.28,0,3.27,113.07
1769,2026-03-20,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.62,MTPA,3.6,93.14,10.4,1.41,0,3.27,113.07
1770,2026-03-21,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.18,MTPA,3.6,89.6,13.0,1.23,0,3.27,113.07
1771,2026-03-22,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.5,MTPA,3.6,94.78,10.5,1.38,0,3.27,113.07
1772,2026-03-23,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.41,MTPA,3.6,90.0,11.1,1.39,0,3.27,113.07
1773,2026-03-24,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.37,MTPA,3.6,92.36,13.1,1.41,0,3.27,113.07
1774,2026-03-25,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.61,MTPA,3.6,93.03,9.1,1.46,0,3.27,113.07
1775,2026-03-26,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.58,MTPA,3.6,93.2,9.4,1.39,0,3.27,113.07
1776,2026-03-27,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.35,MTPA,3.6,96.11,9.3,1.43,0,3.27,113.07
1777,2026-03-28,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.44,MTPA,3.6,89.58,10.3,1.47,0,3.27,113.07
1778,2026-03-29,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.61,MTPA,3.6,97.16,11.8,1.31,0,3.27,113.07
1779,2026-03-30,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.45,MTPA,3.6,97.88,13.5,1.42,0,3.27,113.07
1780,2026-03-31,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.18,MTPA,3.6,95.65,10.3,1.16,0,3.27,113.07
1781,2026-04-01,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.23,MTPA,3.6,88.7,13.3,1.2,0,3.27,113.07
1782,2026-04-02,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.45,MTPA,3.6,92.84,10.7,1.36,0,3.27,113.07
1783,2026-04-03,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.34,MTPA,3.6,88.86,13.0,1.28,0,3.27,113.07
1784,2026-04-04,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.5,MTPA,3.6,93.48,12.3,1.26,0,3.27,113.07
1785,2026-04-05,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.43,MTPA,3.6,92.58,14.6,1.39,0,3.27,113.07
1786,2026-04-06,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.56,MTPA,3.6,95.59,11.9,1.33,0,3.27,113.07
1787,2026-04-07,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.31,MTPA,3.6,91.58,14.7,1.22,0,3.27,113.07
1788,2026-04-08,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.13,MTPA,3.6,91.72,12.5,1.27,0,3.27,113.07
1789,2026-04-09,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.47,MTPA,3.6,91.82,11.9,1.34,0,3.27,113.07
1790,2026-04-10,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.54,MTPA,3.6,93.71,13.4,1.33,0,3.27,113.07
1791,2026-04-11,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.08,MTPA,3.6,91.69,11.4,1.32,0,3.27,113.07
1792,2026-04-12,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.09,MTPA,3.6,92.39,11.4,1.3,0,3.27,113.07
1793,2026-04-13,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.49,MTPA,3.6,96.07,13.2,1.27,0,3.27,113.07
1794,2026-04-14,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.5,MTPA,3.6,96.2,14.3,1.27,0,3.27,113.07
1795,2026-04-15,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.57,MTPA,3.6,92.54,9.0,1.39,0,3.27,113.07
1796,2026-04-16,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.43,MTPA,3.6,91.69,13.6,1.5,0,3.27,113.07
1797,2026-04-17,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.17,MTPA,3.6,94.0,10.5,1.33,0,3.27,113.07
1798,2026-04-18,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.41,MTPA,3.6,93.52,11.1,1.39,0,3.27,113.07
1799,2026-04-19,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.19,MTPA,3.6,91.68,8.9,1.27,0,3.27,113.07
1800,2026-04-20,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.68,MTPA,3.6,96.33,15.1,1.52,0,3.27,113.07
1801,2026-04-21,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.24,MTPA,3.6,95.21,14.3,1.3,0,3.27,113.07
1802,2026-04-22,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.15,MTPA,3.6,89.66,12.8,1.22,0,3.27,113.07
1803,2026-04-23,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.36,MTPA,3.6,88.32,11.3,1.45,0,3.27,113.07
1804,2026-04-24,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.36,MTPA,3.6,91.71,8.9,1.25,0,3.27,113.07
1805,2026-04-25,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.39,MTPA,3.6,94.12,13.9,1.26,0,3.27,113.07
1806,2026-04-26,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.26,MTPA,3.6,86.71,8.7,1.2,0,3.27,113.07
1807,2026-04-27,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.51,MTPA,3.6,91.09,9.9,1.34,0,3.27,113.07
1808,2026-04-28,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.54,MTPA,3.6,94.34,10.7,1.41,0,3.27,113.07
1809,2026-04-29,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.58,MTPA,3.6,93.85,13.6,1.33,0,3.27,113.07
1810,2026-04-30,GP-BTLG-2,Bintulu LNG Complex T9,Gas,LNG Plant,Malaysia,3.52,MTPA,3.6,92.37,11.6,1.51,0,3.27,113.07
1811,2025-11-01,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,240.08,kbbl/d,250.0,98.12,1005.9,13.09,0,3.16,101.71
1812,2025-11-02,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,233.76,kbbl/d,250.0,97.19,993.7,12.11,0,3.16,101.71
1813,2025-11-03,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,244.8,kbbl/d,250.0,95.72,974.8,11.62,0,3.16,101.71
1814,2025-11-04,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,241.63,kbbl/d,250.0,100.0,680.5,11.84,0,3.16,101.71
1815,2025-11-05,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,242.25,kbbl/d,250.0,98.66,829.6,11.13,0,3.16,101.71
1816,2025-11-06,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,236.32,kbbl/d,250.0,95.06,631.4,12.36,0,3.16,101.71
1817,2025-11-07,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,251.51,kbbl/d,250.0,94.23,1015.2,11.82,0,3.16,101.71
1818,2025-11-08,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,236.92,kbbl/d,250.0,94.98,925.1,11.79,0,3.16,101.71
1819,2025-11-09,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,231.53,kbbl/d,250.0,100.0,650.9,11.51,0,3.16,101.71
1820,2025-11-10,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,249.35,kbbl/d,250.0,98.15,813.0,13.56,0,3.16,101.71
1821,2025-11-11,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,244.71,kbbl/d,250.0,98.99,843.5,11.14,0,3.16,101.71
1822,2025-11-12,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,240.79,kbbl/d,250.0,100.0,908.1,11.04,0,3.16,101.71
1823,2025-11-13,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,239.57,kbbl/d,250.0,97.31,741.9,12.49,0,3.16,101.71
1824,2025-11-14,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,227.74,kbbl/d,250.0,94.74,947.6,10.46,0,3.16,101.71
1825,2025-11-15,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,238.42,kbbl/d,250.0,97.84,955.2,11.12,0,3.16,101.71
1826,2025-11-16,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,247.09,kbbl/d,250.0,95.94,697.1,12.84,0,3.16,101.71
1827,2025-11-17,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,257.21,kbbl/d,250.0,99.8,843.2,11.6,0,3.16,101.71
1828,2025-11-18,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,250.55,kbbl/d,250.0,97.6,935.3,12.09,0,3.16,101.71
1829,2025-11-19,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,261.79,kbbl/d,250.0,97.84,1043.4,13.71,0,3.16,101.71
1830,2025-11-20,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,235.9,kbbl/d,250.0,100.0,997.5,10.88,0,3.16,101.71
1831,2025-11-21,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,246.26,kbbl/d,250.0,100.0,872.1,11.09,0,3.16,101.71
1832,2025-11-22,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,245.65,kbbl/d,250.0,99.06,1090.4,11.29,0,3.16,101.71
1833,2025-11-23,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,261.88,kbbl/d,250.0,97.29,874.8,13.21,0,3.16,101.71
1834,2025-11-24,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,259.41,kbbl/d,250.0,96.76,1152.7,13.17,0,3.16,101.71
1835,2025-11-25,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,112.62,kbbl/d,250.0,48.83,483.5,5.63,1,3.16,101.71
1836,2025-11-26,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,257.97,kbbl/d,250.0,100.0,979.7,12.78,0,3.16,101.71
1837,2025-11-27,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,242.26,kbbl/d,250.0,96.55,976.3,11.18,0,3.16,101.71
1838,2025-11-28,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,247.14,kbbl/d,250.0,100.0,705.3,12.59,0,3.16,101.71
1839,2025-11-29,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,244.33,kbbl/d,250.0,94.87,824.6,11.69,0,3.16,101.71
1840,2025-11-30,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,267.01,kbbl/d,250.0,100.0,1125.2,14.67,0,3.16,101.71
1841,2025-12-01,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,254.65,kbbl/d,250.0,100.0,846.1,12.72,0,3.16,101.71
1842,2025-12-02,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,267.09,kbbl/d,250.0,100.0,721.0,13.21,0,3.16,101.71
1843,2025-12-03,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,246.83,kbbl/d,250.0,100.0,727.1,12.23,0,3.16,101.71
1844,2025-12-04,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,235.07,kbbl/d,250.0,98.84,808.4,10.87,0,3.16,101.71
1845,2025-12-05,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,262.82,kbbl/d,250.0,100.0,1027.0,13.77,0,3.16,101.71
1846,2025-12-06,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,53.71,kbbl/d,250.0,22.48,164.7,2.89,1,3.16,101.71
1847,2025-12-07,TR-KL-DSK,PETCO Trading Desk KL,Trading,Trading Desk,Malaysia,255.88,kbbl/d,250.0,97.09,1046.6,12.58,0,3.16,101.71
